,Time,Name,Tweet_status,Text,Length,Location,polarity
934,2019-09-08 06:22:57,saitelugumovies,Retweet,setback  mani believ isro  mission was  fact  success stori teach us lot come year #isroweareproudofy #isro,16,"Boston, MA",positive
935,2019-09-08 06:22:58,mknishant,Tweet,In some cases  if seen  the way the courag is spoken against the countri and against our #isro scientist in such a high voic that ndtv is against india  #ndtvwithpakistan,30,,positive
936,2019-09-08 06:22:59,UnofficialMahua,Tweet,bhakt gonna say anti antional  #isro #chandrayaan ,7,,positive
937,2019-09-08 06:23:00,vaibhav_matere,Tweet,difficult defeat #scientist never give up          ,6,"Maharashtra, India",negative
938,2019-09-08 06:23:02,bharatkasevak,Retweet,failur delay defeat  temporari detour dead end  proud indian scientists  shall overcome  jai hind #isro #proudindian #proudofyouisro,17,"Bhopal, India",positive
939,2019-09-08 06:23:08,prashantnhpc,Retweet,given outrage    apologised    go sack him    whole ndtv fill peopl like him    would sack them    lol  #chandrayaan  #vikaramland,18,,positive
940,2019-09-08 06:23:09,FerdNxjGBiNVoEi,Retweet,bhaiya ji that day I offer     kilo of laddu and five coconut to bajrangbali jai shri ram jai bharat mata Ki,21,,positive
941,2019-09-08 06:23:10,biksi2020,Retweet,time hs cm fr specialist reach top lead  #isro i lucki scientist top    generalist could spoil it   jai jawan jai kishan jai vighyan let grow shine own  let capf led them ,31,,positive
942,2019-09-08 06:23:13,Oneindia,Tweet,  decades     per cent lunar #mission fail #chandrayaan  #lunar #lunarorbit #isro #nasa,11,India,negative
943,2019-09-08 06:23:13,SRKzArmy,Retweet,absolut true bade bade deshon mein choti choti baatein hoti rehti hain afteral   ,13,INDIA🇮🇳,positive
944,2019-09-08 06:23:14,ShivrajKaBhanja,Retweet,rightli said     sometim there is a doubt what we are call ideology  in fact there is also an idea or just hate is still preval      ,25,चंबल के बीहड़ों में,negative
945,2019-09-08 06:23:14,SudeepDMukherj1,Tweet,#isro open bank account  peopl india deposit much money use complet mission #chandrayan ,13,,positive
946,2019-09-08 06:23:19,Deepakacharyarj,Tweet,forgot to write number   in front of madam busi,9,"Bikaner, India",positive
947,2019-09-08 06:23:19,prashantposwal_,Tweet,Dr K  sivan son farmer  graduat famili lead one world  biggest space organizations  reject work nasa work isro  everi indian proud entir team isro jai hind    #isro #proudofisro,28,Roorkee,positive
948,2019-09-08 06:23:20,samjoths,Tweet,that  said  ye rude ahoui happened  apologis  amp  written public apology  drama that  that  what  sick here ,17,the greens & the distant blues !!,negative
949,2019-09-08 06:23:20,rajini712dhoni,Retweet,illiter     billion     billion dumbass #chandrayaan  #isro #pkmbk #worthlesspakistan,8,India,positive
950,2019-09-08 06:23:23,ActorAnilSharma,Tweet, those who tri not to cross the boat fear the waves  never give up       #isro     # chandrayaan ,17,"Lucknow, India",positive
951,2019-09-08 06:23:28,Arvindbjpm,Retweet,such step onli show the great of the person     not reach the goal of  chandrayaan    mission is not success  thi effort is also commendable  It is the great of prime minist shri narendra modi  that he embrac mr  sivan ji  presid of #isro and congratul him on thi effort ,49,"Shivpuri Madhya Pradesh, India",positive
952,2019-09-08 06:23:30,mamtarajsri,Retweet,                                                                                achiev much much lost  alway rememb gloriou moment histori nation  proud jai hind    #chandrayan  #isro,15,,positive
953,2019-09-08 06:23:31,KushVivian,Tweet,want make money make yesterday  game successful  show appreciation  #sundaythought #sundaymorn #sackbuharinow #ynwa #isro #bitcoin #bamteddy     #proudofisro #bbnaija #bbnaija     #bbnajia     #khafi #omashola #mike #frodd,24,,positive
954,2019-09-08 06:23:38,Vaibhav18992,Tweet,pakistan send human space first time      china  help  inform minist fawad chaudhri announc thursday  ism bhi china se help a kuch toh apn dum pr kro #pkmbk #india #bharatmatakijai #isro,30,,positive
955,2019-09-08 06:23:40,NimeshHemant,Tweet,  ,0,,positive
956,2019-09-08 06:23:40,salma_preet,Tweet,scienc technolog minister  launch singl app one uses  even make singl satellit own  one space mission    years  nasa tweet isro  get this  #isro,23,Purana Pakistan,positive
957,2019-09-08 06:23:42,1675bc2a60b04dc,Retweet,now what wa said to such a bogu muslim  #isro success land chandrayaan   on the moon and there wa a komal muslim  # trouser   A fatwa wa issu which ha the appropri #chandrayan haram  you also wrote   sabd for such a fatwa   ,42,"Varanasi, India",positive
958,2019-09-08 06:23:44,sauravk08482546,Tweet,                                                                 pictur defin india  defin humanity  proud sir Mr K  sivan #chandrayaan land #isro,13,,positive
959,2019-09-08 06:23:46,dreamofanindian,Tweet,#chandrayaan  big leap forward technologically  new innov took birth laid foundat futur missions  experi fail  innov much  #isro #chandrayaan  #wearewithyouisro #chandrayaan  #gaganyaan,22,,negative
960,2019-09-08 06:23:50,MagScientia,Tweet, they    crucial mimut lives   isro bing tension creat yesterday #isro offic #chandrayaan  lost contact  #india #lunarmiss,16,"Karachi, Pakistan",positive
961,2019-09-08 06:23:50,PRATIK5367,Tweet,dedic today  morn run #chandrayaan  #isro team  #fitindiamov,8,India,positive
962,2019-09-08 06:23:50,jainansh1997,Tweet,#hrithikroshan #wartrail #isro #chandrayaan  #pkmkb #photographi #savetre #love #newprofilep,9,,positive
963,2019-09-08 06:23:51,GOPALCH74394307,Retweet,histori scientif mileston shown us fight struggl continous  bravo isro scientist got us far  confid next step satisfying ,18,,positive
964,2019-09-08 06:23:54,BhaktBusters,Retweet,case u r bad day    lunar orbit firmli place  amp  explor scienc roughli year   that  #vikram   #isro #vikramland #chandrayaan ,19,"Godhra, India",negative
965,2019-09-08 06:23:55,AbsarAh66102007,Retweet,#isro promin K  sivan We are proud of all the scientist of the country  your    year of hard work is excel #isro,22,,positive
966,2019-09-08 06:23:56,piyush_narigara,Tweet,don t be so proud at my height  I am hindustan  I will come again     # chandrayaan  #isropergarvhai #isro #pmmodisupport,20,Ahmedabad,positive
967,2019-09-08 06:24:02,PUBG_BABA,Retweet,whether in defeat  in victory  not in fear  whatev I found on the path of duty  I will not ask for the right boon  I will not give up on anything     emot is what is true,36,पोचंकी,positive
968,2019-09-08 06:24:03,itsAmitD,Tweet,indian fakeer shamelessli crave PR stunt everytime  night #ksivan inform #chandrayaan  pm  PM ignor  amp  #ksivan  colleagu seen consol instead  best #isro #chandrayaan    ,23,"Pune, India",positive
969,2019-09-08 06:24:04,SatishPan2013,Retweet,kind  gestures  pr  demean whole scientif technolog dimension  reduc cheap emotionalism  modi  forte  leader countri advanc programs  thu failur would theatric cameras ,22,Ahmedabad India,positive
970,2019-09-08 06:24:03,AnandKu95857447,Tweet,you are the moon  you will show your tantrum    thi # bharat is your lover    will come back again           #isro   ,20,"Udhana, Surat",positive
971,2019-09-08 06:24:06,ishtiaqbaniya,Tweet,commun lost kashmiri last       days  one care commun lost #chandaryaan  everyon lose mind  #chandrayaan  #chandrayaan  #chandrayan land #isro #indiaonthemoon #kashmir #savekashmir #savekashmiri,22,Jammu And Kashmir,positive
972,2019-09-08 06:24:06,RaulMunna,Retweet,pride india,2,"Pernem, Goa",positive
973,2019-09-08 06:24:07,sampath_shannu,Retweet,    nasa fail    time first impact mission  isro say lost contact vikram lander    km surface  success  or  failur land heart      retweet #chandrayan  #vikramland #isro #proudindian,24,"Eluru, India",positive
974,2019-09-08 06:24:09,RahulGChawla,Retweet,us  indians  feel incred proud brilliant  untir effort achiev scientist friend someon said morning  lost communication  hope  #isro #chandrayaan  #chandrayaan land #success,22,"Mumbai, Maharashtra, India",positive
975,2019-09-08 06:24:08,arush_9596,Tweet,upcom #isro missions   gt  astrosat  gt  aditya L  mission  gt  gaganyaan mission  gt  mangalyaan    gt  chandrayaan   try  never give #jayhind   ,20,,positive
976,2019-09-08 06:24:10,RaazBarot,Retweet,# chandrayaan  the flag of some countri are on the moon and the flag of some countri are on the moon  best wish to all the scientist of india  #isro,30,"Dhanera, India",positive
977,2019-09-08 06:24:11,AjayKumarHindu3,Tweet,the countri whose peopl are readi to fund chandrayaan      in    hour      who can stop that countri from move forward     #isro,20,India,positive
978,2019-09-08 06:24:12,Rupram23985138,Retweet,    isro # chandrayaan  reflect the intelligence  dilig and wisdom of scientists  wish all the scientist and astronom associ with mission possibl a success  #gslvmkiii #isro,25,Rajasthan distt Hanumangarh,positive
979,2019-09-08 06:24:13,avanishtripat12,Tweet,#isro still await announc    we success make contact #lander vikram,10,"Hyderabad, India",positive
980,2019-09-08 06:24:15,1234Manish,Tweet,best #isro #chandrayaan  #nasa #indiaonthemoon,5,Varanasi india,positive
981,2019-09-08 06:24:16,pks7272,Tweet,  crore   million      million   billion     crore   billion     crore   billion     billion  st get urself admit primari school  amp  learn basic maths w discuss space sci  amp  tech day  #internationalliteracyday #isro #chandrayan ,29,🌏,positive
982,2019-09-08 06:24:18,Harsh_twit,Tweet,#isro hats off #isropergarvhai #isroweareproudofy #isromiss #isroscientist #sundaythought,8,India,positive
983,2019-09-08 06:24:19,electivenow,Tweet,see isro scientist give smile n behav grace rude belliger ndtv journalist worst journalist worst news channel india ,18,india,negative
984,2019-09-08 06:24:19,JNANESHWER,Retweet,not onli becaus of thi mission of isro  but there are dozen of such task which almost everi middl class is disappointed  but  united  is in the nation interest       If  real countri interest  then  ,34,बिहार ,negative
985,2019-09-08 06:24:23,MdAqueil,Tweet,  if fail never give fail mean first attempt learning       end end fact end mean effort never dies    if get answer rememb mean  next opportunity  #proudofisro       a big salut hardwork scientists  #chandrayan  #isro,32,NIMS University Jaipur Rajasth,negative
986,2019-09-08 06:24:24,raghavmishr2061,Retweet,#chandrayaan  mission highli complex mission  repres signific technolog leap compar previou mission #isro explor unexplor south pole moon ,18,"Pune, India",negative
987,2019-09-08 06:24:25,ippatel,Retweet,dear pakistani  instead troll #isro make fun     success rate  look space agenc sparco    even twitter found worthless never verifi handle  ,20,"फतेहपुर,उत्तर प्रदेश,भारत",negative
988,2019-09-08 06:24:29,Sherlockbalaji,Retweet,#chandryaan  support word encourag scientist #isro pour saturday laud effort behind chandrayaan   ,12,Bangalore,negative
989,2019-09-08 06:24:29,RBK12009,Tweet,ye one day we ll achiev #chandryaan  proudli feel,9,"Aurangabad, India",positive
990,2019-09-08 06:24:29,NIKHILK31477268,Tweet,india  proud u lil bro   #isroweareproudofy #isro,7,,positive
991,2019-09-08 06:24:30,sandeepkumarkr5,Tweet,normal compar other good reach success point life  let  compar great countries  focu success point one day sooner #isro proud much better now  best wish #isroscientist achiev again ,28,"Cochin, India",positive
992,2019-09-08 06:24:35,Chandra031183S,Tweet,sir  thi emot moment is no less than a celebr for your amaz ability  indomit courage  soft heart touch and foresight  everi consciou citizen express hi heartfelt gratitude  # jayhind     #isro #isromiss,32,srinagar,positive
993,2019-09-08 06:24:38,SatendraYadav5,Retweet,what #isro ha shown today is beyond the criteria of success or failure  # chandrayaan  may have been   step away from it goal but today you have put the countri thousand of mile ahead and prove to the world that no goal is imposs for us  We are proud of the scientist of our country ,55,Aligarh  UP,positive
994,2019-09-08 06:24:39,azizulhofficial,Tweet,proud,1,"आसाम, भारत",positive
995,2019-09-08 06:24:43,shriparv,Retweet,when life give you a chanc to hug  embrac the tricolor on the moon  not those who want to tricolor on the border   #isro #isrorock #proudofisro # chandrayan  #sivan #ourproud #indiawithisro #indiaproudofisro #isropergarvhai #jaihind bharat readi # chandrayaan ,38,India,positive
996,2019-09-08 06:24:44,megh_shah6,Retweet,like PM rightli said   #isro encyclopedia success  come space programme  best yet come   alway remark achievement  india proud #chandrayaan  team,20,"Ahmadabad City, India",positive
997,2019-09-08 06:24:47,mishra_dhn,Retweet,what is the burden on the heart  we have fallen  so go on the floor     # chandrayaan  #isro #vikramland,19,,positive
998,2019-09-08 06:24:51,IVijayboi,Tweet,ask #isro chairman  how mani astronaut send chandrayan    chairman polit said  it unman mission   even school child know unmanned  moorakh question scienc editor asked  still rabiz kumar say ask que r term deshdrohi ,33,,positive
999,2019-09-08 06:24:53,DEVENDR40881339,Tweet,hindustan is chang,3,,positive
1000,2019-09-08 06:24:55,ChinmayNavrange,Tweet,massiv respect scientist #isro they hard work mission chandrayan    feel proud #isro ,12,,positive
1001,2019-09-08 06:24:56,dhimanp91,Retweet,sir defin #ndtvfraud  amp  strap #chandrayaan     amp  earth   heav sigh relief earth deserv cretin like hope life left  give enough pain  amp  suffer bring #anand fellow indian  amp  #isro chief ,30,India,positive
1002,2019-09-08 06:25:01,SzymoniakBecca,Retweet,stolen american technolog #kag    ,4,,positive
1003,2019-09-08 06:25:02,RahulGChawla,Retweet,never mind #isro  well done well tried  time misro  next time hitro ,12,"Mumbai, Maharashtra, India",positive
1004,2019-09-08 06:25:02,Gulshan16787447,Tweet,sir thi is new india and whose face is modi ji then what is it like we do pratic from play the match  we have not lost anyth from this  we still have      human mission # jai hind #isro #india,40,,positive
1005,2019-09-08 06:25:03,RajputPinki2,Retweet,is the onli person who ha life in their #dreams  there is noth like have wings  hotslot have # flight  the effort will continue  jai hind #isro # chandrayaan ,29,"Uttar Pradesh, India",positive
1006,2019-09-08 06:25:04,ZagAditya,Tweet,don t be so proud at my height  I am hindustan  I will come again     # chandrayaan  #isropergarvhai #isro #pmmodisupport,20,,positive
1007,2019-09-08 06:25:05,PiyushAnchal28,Tweet,jai bharat big thing super soon  ,6,"Chandigarh, India",positive
1008,2019-09-08 06:25:06,secret_rajni,Retweet,#lotuswhiteglow salut team #isro bring glori     moon nation    honour scientist touch heart million indian #chandrayaan     #   moonskaglow #lotusherb #whiteglow,19,"NEW DELHI, INDIA",positive
1009,2019-09-08 06:25:07,Susheel36817032,Retweet,what in defeat  what in victory  I am not afraid  whatev is found on the duti path  it is also right  I will not ask for a boon  I will not give up on anything  mani congratul to the scientist of #isro for the     success #chandrayan  mission  We are proud of the scientist of,54,,positive
1010,2019-09-08 06:25:07,chmnaidu,Tweet,PM #narendramodi say #isro inspir thousand young mind take science  victori own ,12,Hyderabad Telangana India 🇮🇳,positive
1011,2019-09-08 06:25:07,Laxmanranawat3,Tweet,the nation ha confid in it capability  we have turn away from despair  #jayhind # chandrayaan  #isro,17,,positive
1012,2019-09-08 06:25:09,iamBFK,Retweet,man believ dream fulfil say this  shahrukh khan artist  he  role model  he  time again  way one  made believ beauti dream take pride man   ,24,"लखनऊ, भारत",positive
1013,2019-09-08 06:25:10,Vijayrgr,Tweet,If narendra had been kept then there wa a danger  then he could have land on you too and such a pictur would have come that you do not even want to see yourself ,34,पूरा हिंदुस्तान,positive
1014,2019-09-08 06:25:15,Dua_here107,Tweet,  disappoint,1,  Punjab Pakistan,positive
1015,2019-09-08 06:25:16,SwapnilBais1,Tweet,#isroscientist #isrochief #isro #isro         #jaihind,5,"Ballarpur, India",positive
1016,2019-09-08 06:25:17,PUBG_BABA,Retweet,realli heartbreak moment   proud scientist like #ksivan PM like #narendramodi   a hug hon bl prime minist shri trillion word appreci #isro,21,पोचंकी,positive
1017,2019-09-08 06:25:17,ReenaSi41904171,Retweet,when a countri ha full faith in it ruler  there is unwav uniti     It turn into hopeless hopes  the countri is on it way to becom a great one     with great leadership and mighti toil  the day is not far away  india will becom the world  head      ,47,"Lucknow, India",positive
1018,2019-09-08 06:25:20,MODIfied_SHARAD,Tweet,iam today forev #chandrayaan  #isropergarvhai #isro #isroscientist #isro         #isromiss #isrojindabadh #isroprideofindia #india #indiaonthemoon #indian,14,ख़ूबSURAT City of India 🇮🇳,positive
1019,2019-09-08 06:25:21,PUBG_BABA,Retweet,the whole countri is proud of it scientists  up and down keep coming  reach here is not a matter of everyone  thank to our scientist for work day and night for chandrayaan   # chandrayaan l #isro # chandrayaan land # chandrayaan l,42,पोचंकी,positive
1020,2019-09-08 06:25:22,maheshbhoyar,Tweet,yehh    kudo team    best wish futur endeavours    ,7,"Nagpur, India",positive
1021,2019-09-08 06:25:23,Beefophile,Retweet,arey stop leav chairman kid transfer respons #vikramland failur indian emot  amp  gullibl fall never seen hug indian except foreign leader,21,,negative
1022,2019-09-08 06:25:24,GutsyVoice,Tweet,RT m s alam     spotlight #video in which #iro  #children #hug #modiji  #truechairman did not ask for #candha and neither did he need it  but the alleg great man volunt to present hi shoulder and forc to embrac made camera footag of  jai ,43,Lynchistan,positive
1023,2019-09-08 06:25:24,AnkitKe16071319,Retweet,#chandrayan  actual success term promot cultur we  nation  stand togeth feel proud action intend enhanc scientif tempera object think act futur mankind universe  #isro,24,"Mumbai, India",positive
1024,2019-09-08 06:25:25,GutsyVoice,Tweet,RT nehalahansari   when will you speak for them  are they not the peopl of india  and read it for you  I wa veri import wa thi my reaction  rememb sir  jai hind,32,Lynchistan,positive
1025,2019-09-08 06:25:27,Sachinsra3,Retweet,the countri that use to stay awak night for cricket and footbal wa now awak overnight for the mission of #isro  thi is the begin of change  thi is the new india  # modi hey to mukkin hai # jai hind     ,41,"New Delhi, India",positive
1026,2019-09-08 06:25:29,Raaheeba,Retweet,worri indian friends  shahrukh khan complet mission next movie  #indiafail #isro #chandrayaan l #vikramland,14,,positive
1027,2019-09-08 06:25:29,Srkisfamily,Retweet,that  well said word sir,5,(INDIA ),positive
1028,2019-09-08 06:25:30,uabhinav,Tweet,sir inspir us  keep insprir make us feel like true indian  #isro,12,,positive
1029,2019-09-08 06:25:33,Srkisfamily,Retweet,true   in fact mission seen testat india  space programme   proud #isro,11,(INDIA ),positive
1030,2019-09-08 06:25:40,RSKARAKOTI84,Tweet,#isro,1,"रायपुर, भारत",positive
1031,2019-09-08 06:25:40,SVanceJ,Tweet,indian chandrayaan prove expens like abhinandan convinc kashmir like chandrayaan indian hand #chandrayaan  #indian #isro everybodi pleas use hashtag #modiandmoon,20,ISLAMABAD,positive
1032,2019-09-08 06:25:41,Ragini_bhartiya,Retweet,but some peopl have even more troubl with it  #modihaitomotivationhai  ,10,India,positive
1033,2019-09-08 06:25:41,Shahbazumarms,Retweet,dear moon  back  meanwhile  celebr brilliant effort #isro  join #moonfi rage  miss chanc land honor smartphone  comment #moonfi now      t amp cs ,22,"Mau, India",positive
1034,2019-09-08 06:25:43,autoworldmag,Retweet,space hard  inspir us journey  nasa tell isro chandrayaan   #nasa #isro #chandrayaan ,12,"Bangalore, India",negative
1035,2019-09-08 06:25:46,RamKuma37796747,Retweet,We do not need to be disappointed  today the whole countri is watch tv  social media care at night  all scientist deserv congratul for this  We are proud of our #isro scientists  jai hind   # chandrayaan  #indiamakeshistori # chandrayaan land # chandrayan ,42,,positive
1036,2019-09-08 06:25:46,ShahnewazKhan92,Retweet,contact is broken  not encouraging  vikram ha stop isro no #isro,11,"Faizabad, India",negative
1037,2019-09-08 06:25:52,bedvebeda,Retweet,salari #isro scientist reduced  appar underpaid scientist free hug take india new height space research  #chandrayaan ,16,,positive
1038,2019-09-08 06:25:55,srq_official,Tweet,mock #isro  mock mock mock made mockeri isro    ,8,"geo:18.975,72.825833",positive
1039,2019-09-08 06:25:56,AmitYad18876702,Tweet,there  noth like failur science  experi  amp  gain  massiv respect scientist #isro work relentlessli day  amp  nights  nation proud you  jai hind     #chandrayan  well done,25,"Patna, India",positive
1040,2019-09-08 06:25:57,insan_pmy,Tweet,If you have moon  it will show tantrums  thi india is your lover  will come back    #isropergarvhai #isro zindabad,19,,positive
1041,2019-09-08 06:25:57,ram679,Tweet,sir  team make countri proud  thank lot sir ,8,,positive
1042,2019-09-08 06:25:59,f553f5c658e44ed,Tweet,definit  ,1,Prayagraj India Pin:- 211003,positive
1043,2019-09-08 06:26:00,pybot7,Retweet,#funfact paki minist scienc  amp  technology  tri mock #chandrayaan  pakistan  space agenc #suparco found   year #isro track record isro wait hear fawad suparco done comparison   ,25,,positive
1044,2019-09-08 06:26:05,qaisershaami,Retweet,mourn machines  mourn human #kashmir #isro #indiafail,7,lahore,positive
1045,2019-09-08 06:26:06,08surya,Tweet,doubt pic centuri #picofthecenturi #isro #isropergarvhai,6,india,positive
1046,2019-09-08 06:26:05,vijaysaraf78,Retweet,you just have patienc to see the moon  We will fli to the moon and unfurl the tricolor  #isroweareproudofy #isro zindabad,21,India,positive
1047,2019-09-08 06:26:07,BhavinP60404200,Retweet,the floor are also stubborn  the path are too stubborn  we will tri again tomorrow  we also have stubborn courage  #isro               #isropargarvhai # chandrayaan l,25,"Bayad, India",positive
1048,2019-09-08 06:26:09,TheDhondu,Tweet,sir  #chandrayan reborn pray get vibe connect restor day mean   day proud #isro PM #narendramodi #jaihind,16,,positive
1049,2019-09-08 06:26:10,KSivan_ISRO,Tweet,upcom mission #isro             #adityal  mission  late     s  #exposat planetari ex   januari       #gaganyaan mission             #mangalyaan   late     s  #chandrayaan         india  space station             #shukrayaan venu,22,,negative
1050,2019-09-08 06:26:15,MuditDhawan6,Tweet,space hard  commend attempt land #chandrayaan  mission moon  south pole  inspir us journey look forward futur opportun explor solar system together ,21,"Agra, India",negative
1051,2019-09-08 06:26:24,sudeshsudhi,Retweet,speak foundat student come humbl background  heard say want work top companies  today session  heard mani say dream come true work orgn like #isro  that  impact,26,,positive
1052,2019-09-08 06:26:24,BabbarKamal,Retweet,proud to have such a mastermind who dare to meet chief himself    those who tri will never lose   proud we are on isro   #isro # chandrayan  #vikramland #moonmiss #proudofisro   #proudindian      ,30,"Penang, Malaysia, Earth",positive
1053,2019-09-08 06:26:27,rajesh32794358,Retweet,scienc journey  failur success journey  process everyth learning  politician understand scienc busi scienc endeavours  visionari nehru sow seed #isro blossom ,20,,positive
1054,2019-09-08 06:26:34,Neetahoon,Tweet,upcom #isro missions   gt  astrosat  gt  aditya L  mission  gt  gaganyaan mission  gt  mangalyaan    gt  chandrayaan   try  never give #jayhind    #chandrayaan ,21,,positive
1055,2019-09-08 06:26:35,mkguru13,Tweet,tri read biographi internet  motiv lifetime  he  like anoth dr kalam us  #isro #ksivan #chandrayaan ,15,,positive
1056,2019-09-08 06:26:36,Suparna_Aangan,Retweet,thank you     #boyscrytoo #mencrytoo,4,"Mumbai, India",positive
1057,2019-09-08 06:26:37,KiranKKapoor,Retweet,pic enough  critic #isro #vikramland #chandrayaan land #proudindian #proudofisro #moonmiss #indiaonthemoon #jaihind #indiaonthemoon #indiafail #pkmkb,15,London UK ,positive
1058,2019-09-08 06:26:42,VaishnavAadi,Tweet, life keep on fluctuating  congratul to all of you for serv the country   I am with you    PM modi       # chandrayan  # isro       # nationwid # sarvopari  ,27,"Rajasthan, India",positive
1059,2019-09-08 06:26:42,Pankajmithel,Retweet,appreci hard times  anoth chapter success story  isro  proud you  #hogindia #chandrayaan ,12,,positive
1060,2019-09-08 06:26:43,LiiTLLe,Tweet,hey you call ambani  the arrang of one thousand crore will be done immediately  just have to print the name of relianc on the rocket  # chandrayaan  #isro #relianc,29,India,positive
1061,2019-09-08 06:26:43,SampatOfficial,Tweet,don t be so proud at my height  I am hindustan  I will come again     # chandrayaan  #isropergarvhai #isro #pmmodisupport,20,"Surat, India",positive
1062,2019-09-08 06:26:45,brajmaharaj,Retweet,absolut right,2,,positive
1063,2019-09-08 06:26:45,rjoshi0802,Tweet,learn bhaiya protesters  but today it ha also becom wise # chandrayaan  #isro,13,Almora uttarakhand,positive
1064,2019-09-08 06:26:50,reshu1720,Tweet,you said it right It wa good that they collect so much dirt in one place ,16,India,positive
1065,2019-09-08 06:26:51,ShivaKap,Tweet,worries  scienc learn improve  i m worri pak  ik  bajwa  ghafoor  qureshi  rashid  amp  fawad sincer worri pak people    reduc pak laugh stock global arena ,25,"Tamilnadu, India",positive
1066,2019-09-08 06:26:52,giycg1,Retweet,shmeful ur journalist mob lynch scientist  although undrstnd ws show valu inculc ndtv  today i m go   disconnect th shmeless channel cant undrstnd #isro valu organization  sud behav appropriately  #ndtvwithpakistan,30,"Bengaluru South, India",positive
1067,2019-09-08 06:26:59,JyotsnaTak,Retweet,failur pillar success  #chandrayaan  proud #isro #jaihind,7,India,positive
1068,2019-09-08 06:26:59,reshu1720,Retweet,proud mahatma gandhi Ji never forget contribution  right time  separ eunuch impot #india settl #pakistan #isro,16,India,positive
1069,2019-09-08 06:27:01,autoworldmag,Retweet,#chandrayaan   #isro  lunar orbit deliv advanc scientif data   years  K  vijay raghavan inform,13,"Bangalore, India",positive
1070,2019-09-08 06:27:01,salma_preet,Tweet,armi gener tweet scienc money lockdown  terribl baloch  take dhc plot money  ye tri learn maths      billion nhi     million  itna nasa vi nhi use karty    #isro,26,Purana Pakistan,positive
1071,2019-09-08 06:27:05,JyotsnaTak,Retweet,#chandrayan  one blame someon try  fail mean tried  proud done  proud doing  proud do  #isro #chandrayan land,17,India,positive
1072,2019-09-08 06:27:07,iKailashYadav,Retweet,futur project          aditya L  studi sun  corona          gaganyaan send astronaut space          chandrayaan   send indian robot          mangalyan    nd orbit mar          shukrayaan send orbit studi venu #isro #isropergarvhai,26,Haryana(Currently)Alwar,positive
1073,2019-09-08 06:27:08,VijayBanga11,Retweet,felt sad #chandrayan  never thought would see day famili across nation would turn tv watch #spacemiss   a m night  alreadi #leader #isro  well done #isro ,25,"New Delhi, India",negative
1074,2019-09-08 06:27:09,DheerajNagesh,Retweet,you guy are not go to get rid of butter  you are go to be hit stone mr  ji #isro #isroweareproudofy,21,,positive
1075,2019-09-08 06:27:12,Dinesh_sharmain,Retweet,nasa fail    times  russia   china   times  india  first attempt  lander mere     kms  moon surfac lost contact base station  success come sure  proud team #isro  #chandrayaan ,25,"India, Himachal pardesh.",positive
1076,2019-09-08 06:27:14,atulaadhya,Retweet,proud scientist brought moon dream close  up  amp  down part life  salut commitment  dedic  amp  hardwork  indeed  proud moment everyone  kudo PM shri ji  person present support #isro team ,29,,positive
1077,2019-09-08 06:27:19,rohan_extc,Retweet,fuck u fuck idiot learn way take interview great scientist u idiot  #ndtvwithpakistan #ndtvkmkb #ndtv #ndtvnewsbeep,16,mumbai,negative
1078,2019-09-08 06:27:22,AniketK90868975,Tweet,#isro #chandrayaan  #indiaonthemoon #pkmkb that  true     #chandrayaan  revolv around moon next   year pakistan  minist also revolv around earth beg money spare part f    s     #farak hai         ,26,Books,positive
1079,2019-09-08 06:27:25,Ashu_Nandi,Tweet,sane ppl,2,"Bengaluru, India",positive
1080,2019-09-08 06:27:26,whoastha,Tweet,mile go  ,2,"Pune, India",positive
1081,2019-09-08 06:27:26,HHindostaan,Tweet,We should also get a chanc that no one can take away thi right of dedic to the nation  we are hurt by the complet of the mission  let us rais fund for isro A   C     give # isro,39,"दिल्ली, भारत",positive
1082,2019-09-08 06:27:27,Kanakapudiprem1,Retweet,made us proud one small step away moon  and shall rise again  much respect       #isro #chandrayaan ,16,,positive
1083,2019-09-08 06:27:28,I_amar24x7,Tweet,peopl pay     Rs take membership easili pay     Rs also make chandrayan  sir pleas open account isro indian built launch chandrayan  love respect  amp  support countri  amp  #isro,27,"Mumbai, India",positive
1084,2019-09-08 06:27:29,Akhiles72640199,Tweet,when freshli elevated  the floor also start to look low ,10,Kanpur,positive
1085,2019-09-08 06:27:30,KumarYa17458154,Retweet,connect is broken but our faith and faith in the scienc of the countri is unwavering  #isro is proud  # isropargarvhai #isromiss #proudindian #proudofisro #pmmodi,25,,positive
1086,2019-09-08 06:27:31,SwapnilBais1,Tweet,#isro #isropergarvhai #isroweareproudofy #isroscientist #isrochief #isro         #jaihind,7,"Ballarpur, India",positive
1087,2019-09-08 06:27:36,Daya88476,Tweet,actual man design #chandrayaan    shock heard failur mission great shock utter insensit word pleas pardon pallav  ,16,"Kharagpur, India",positive
1088,2019-09-08 06:27:40,TheDhondu,Tweet,#chandrayan reborn pray get vibe connect restor day mean   day hope peopl start get vibes  proud #isro PM #narendramodi #jaihind,20,,positive
1089,2019-09-08 06:27:42,hirendra_,Retweet, I will not give up  I will not give up  I write on the skull of kaal  I sing a new song     atal bihari vajpaye #proudofisro whole nation you  #isroweareproudofy #isro #atalbihari,32,,positive
